Epoch,Ep_Reward,Cost
230.0,30.0,-681.6277423664053
231.0,0.0,0.0
232.0,0.0,-202.1571853214664
233.0,0.0,-31.05928566251591
234.0,0.0,0.0
235.0,60.0,-74.47386985738183
236.0,0.0,0.0
237.0,0.0,-291.9323854005702
238.0,0.0,-1.2153747266614578
239.0,90.0,-30.0
240.0,0.0,0.0
241.0,0.0,-252.06668929823567
242.0,30.0,-1767.3633363894671
243.0,0.0,-115.21576714567121
244.0,0.0,0.0
245.0,0.0,-32.22622352192286
246.0,30.0,-1868.4528052224384
247.0,150.0,-50.137595960477626
248.0,0.0,-226.8189141314073
249.0,30.0,-358.889535575785
250.0,0.0,-262.0350073446822
251.0,0.0,-27.96918042412629
252.0,0.0,-1475.1666088294583
253.0,0.0,-1.0390815159168243
254.0,60.0,-20.0
255.0,0.0,0.0
256.0,0.0,0.0
257.0,0.0,-11.064153764681818
258.0,0.0,-104.83910724048737
259.0,0.0,-166.894630006389
260.0,390.0,-130.0
261.0,0.0,-148.06603842864624
262.0,30.0,-3328.5768086607545
263.0,0.0,-1821.0067459307731
264.0,0.0,-1878.2568399591114
265.0,0.0,-1746.5232401765697
266.0,0.0,0.0
267.0,0.0,-1887.8907684820886
268.0,30.0,-10.0
269.0,0.0,-1943.3343160431014
270.0,30.0,-1768.0726372596494
271.0,0.0,-2672.4002241222697
272.0,0.0,-2564.427841276347
273.0,0.0,-2691.016392256326
274.0,0.0,-1564.3616627069887
275.0,30.0,-1636.9648971937183
276.0,30.0,-2700.9326722026635
277.0,0.0,-2556.0346908591227
278.0,0.0,-1867.921345640306
279.0,60.0,-2531.109462077162
280.0,0.0,-2727.555592220326
281.0,0.0,-1851.7794638689331
282.0,0.0,-3082.0903536550904
283.0,0.0,-3131.529732723937
284.0,0.0,-3445.6455992515644
285.0,0.0,-3153.4747031577194
286.0,30.0,-3346.6659831124816
287.0,0.0,-3211.7971267628864
288.0,0.0,-2793.781936999685
289.0,0.0,-3304.699131819484
290.0,60.0,-3321.2232937032186
291.0,0.0,0.0
292.0,0.0,-3477.0492152366687
293.0,0.0,-3613.0140479927013
294.0,30.0,-2083.3456842270048
295.0,0.0,-3492.9358199005546
296.0,0.0,-3312.4197069309066
297.0,60.0,-3430.241255800634
298.0,0.0,0.0
299.0,30.0,-10.0
300.0,0.0,0.0
301.0,0.0,-1.1442258597144683
302.0,0.0,0.0
303.0,60.0,-2287.1398039485066
304.0,0.0,-3142.9340434135433
305.0,0.0,-3191.7713311336856
306.0,60.0,-3370.062093831342
307.0,90.0,-30.0
308.0,0.0,-1579.881772829837
309.0,120.0,-1587.504015255535
310.0,0.0,-3211.444248105023
311.0,30.0,-2852.269888888279
312.0,30.0,-2959.7579855306335
313.0,0.0,-2849.951878969149
314.0,0.0,-2823.543617234619
315.0,0.0,-2830.8563735072257
316.0,0.0,-2195.8995526423196
317.0,0.0,-2976.9275494392996
318.0,0.0,-2413.960682378275
319.0,0.0,-2584.1245602000117
320.0,0.0,-2506.3520147562335
321.0,0.0,-2917.5170928962325
322.0,0.0,-1564.1353446059788
323.0,30.0,-3259.347315008724
324.0,0.0,-2858.9487606684315
325.0,0.0,-3255.0409644183515
326.0,0.0,-3149.832975546827
327.0,0.0,-673.0861388213991
328.0,60.0,-2171.486717428596
329.0,0.0,-3233.99105743609
330.0,0.0,-3223.3571312365275
331.0,0.0,-1666.2475385905882
332.0,0.0,-2346.721820060126
333.0,0.0,-1929.7530155523527
334.0,0.0,-2139.629394386216
335.0,30.0,-1810.37323344875
336.0,60.0,-1797.3780523214837
337.0,30.0,-1677.4059791767518
338.0,30.0,-1591.04756468828
339.0,0.0,-2032.096184438842
340.0,0.0,-1700.501282653139
341.0,0.0,-3169.934019674164
342.0,0.0,-3367.6683609729107
343.0,0.0,-3091.772671740334
344.0,0.0,-3274.7538318804154
345.0,0.0,-3231.6444048172493
346.0,120.0,-3264.456422492608
347.0,0.0,-2293.7360228074604
348.0,30.0,-3050.4790375390003
349.0,0.0,-3304.4230964139088
350.0,60.0,-3430.5520907422333
351.0,0.0,-3163.2707788143307
352.0,30.0,-3147.4102954906953
353.0,0.0,-2899.543981771357
354.0,0.0,-2848.428102007092
355.0,0.0,-2997.0939407346477
356.0,0.0,-3272.981295611342
357.0,0.0,-3166.0748244370934
358.0,0.0,-2711.692106875703
359.0,0.0,-3320.978520165545
360.0,0.0,-2815.3582093490304
361.0,0.0,-1866.5754019540277
362.0,0.0,-1211.0563918687226
363.0,0.0,-1623.1691678148618
364.0,0.0,-1667.7589484107389
365.0,0.0,-1497.8886080069415
366.0,30.0,-364.3693067974761
367.0,0.0,-1971.3253091368642
368.0,30.0,-321.9106985938333
369.0,0.0,-1886.9276424450588
370.0,0.0,-1912.9602135920313
371.0,0.0,-1302.0432714596152
372.0,0.0,-1991.008200785798
373.0,0.0,0.0
374.0,0.0,-2062.419100447383
375.0,0.0,-2155.085264021076
376.0,60.0,-1981.635349801639
377.0,60.0,-2194.775789137216
378.0,0.0,-2148.595059134917
379.0,0.0,-2019.2548176597318
380.0,0.0,-1976.5379723951455
381.0,0.0,-2078.0744075975754
382.0,0.0,-1476.815548052155
383.0,0.0,-1832.3942452121944
384.0,30.0,-1473.9028560382408
385.0,0.0,-1813.946011450468
386.0,150.0,-1901.9635140740006
387.0,0.0,-1884.6979248005182
388.0,0.0,-1852.5950558536022
389.0,30.0,-1416.8221234187474
390.0,0.0,-1575.5098832067606
391.0,0.0,-12.070194511740084
392.0,0.0,-1833.678939059436
393.0,270.0,-90.0
394.0,0.0,-1.3851375756498374
395.0,0.0,-1825.4643402776348
396.0,0.0,-2790.270865179813
397.0,30.0,-10.0
398.0,0.0,-0.38377968628154235
399.0,0.0,-734.3461255984059
400.0,60.0,-20.0
401.0,60.0,-2993.9519880390544
402.0,60.0,-2879.6332010773476
403.0,0.0,-2794.689097288743
404.0,0.0,-3499.0329698892842
405.0,0.0,-1918.6394952518742
406.0,0.0,-2342.479494061027
407.0,0.0,-2849.4100133648853
408.0,0.0,-2098.767499791135
409.0,0.0,-1383.802723753249
410.0,30.0,-3293.5571880063844
411.0,60.0,-20.0
412.0,120.0,-40.0
413.0,0.0,0.0
414.0,0.0,0.0
415.0,0.0,0.0
416.0,0.0,-0.21658610390726807
417.0,30.0,-10.0
418.0,0.0,0.0
419.0,0.0,-82.34130695607713
420.0,0.0,0.0
421.0,0.0,-52.866121102176194
422.0,30.0,-196.01867978258363
423.0,120.0,-840.9934158738721
424.0,30.0,-516.2128627120466
425.0,0.0,-952.7790016678844
426.0,0.0,-292.28880290039257
427.0,0.0,-1629.8310493025574
428.0,30.0,-11.601142632727152
429.0,30.0,-80.91134015741598
430.0,60.0,-246.83425023215108
431.0,0.0,0.0
432.0,0.0,0.0
433.0,60.0,-1310.7412887949313
434.0,60.0,-20.0
435.0,0.0,-515.8698568256508
436.0,0.0,0.0
437.0,60.0,-20.0
438.0,0.0,-989.1146643504021
439.0,90.0,-30.0
440.0,30.0,-10.0
441.0,60.0,-1526.195243782171
442.0,0.0,-1580.0067540775183
443.0,0.0,-1272.6329293114848
444.0,150.0,-1473.8112546476973
445.0,0.0,-1488.7943461268878
446.0,30.0,-365.23892051063973
447.0,30.0,-1548.3443629320846
448.0,60.0,-1426.9088407538402
449.0,30.0,-1417.6523125624021
450.0,0.0,0.0
451.0,0.0,0.0
452.0,60.0,-20.0
453.0,0.0,-1247.0759276273407
454.0,30.0,-2104.008360498384
455.0,0.0,-24.170944888055924
456.0,0.0,-1154.28661297686
457.0,0.0,0.0
458.0,0.0,0.0
459.0,0.0,0.0
460.0,120.0,-49.30706299869105
461.0,0.0,-117.488305550738
462.0,60.0,-425.9585774962197
463.0,0.0,-279.29131618705344
464.0,30.0,-83.67260221261134
465.0,90.0,-35.231565887583535
466.0,0.0,-280.37020680372285
467.0,120.0,-40.0
468.0,0.0,-133.59441009377642
469.0,0.0,-221.12009976389464
470.0,0.0,0.0
471.0,0.0,-206.54495556190793
472.0,0.0,-1236.7464576117823
473.0,0.0,-977.4348600909141
474.0,30.0,-914.5436430978339
475.0,30.0,-504.9128302204311
476.0,0.0,-943.587242019041
477.0,0.0,-987.8557947427894
478.0,0.0,-955.8662694819427
479.0,180.0,-895.449630482505
480.0,60.0,-500.8319332867552
481.0,0.0,-1485.0372132179978
482.0,60.0,-773.0382412361946
483.0,0.0,0.0
484.0,0.0,-1768.7688904696504
485.0,0.0,-53.1401729783405
486.0,30.0,-97.13874364245136
487.0,0.0,-372.4961024093338
488.0,0.0,-1327.0744405769365
489.0,0.0,0.0
490.0,0.0,-22.434960437981008
491.0,0.0,-674.888297100605
492.0,0.0,0.0
493.0,0.0,0.0
494.0,60.0,-20.0
495.0,0.0,-169.6355838565561
496.0,60.0,-20.0
497.0,0.0,0.0
498.0,30.0,-528.417593768335
499.0,30.0,-10.0
500.0,0.0,0.0
501.0,0.0,-1745.152639017076
502.0,0.0,0.0
503.0,60.0,-960.6244070606917
504.0,0.0,-705.8580442578941
505.0,30.0,-652.1148748187757
506.0,0.0,-3088.2164337393106
507.0,0.0,-942.3994641278389
508.0,0.0,-2575.592119196699
509.0,90.0,-842.3154897239822
510.0,0.0,-2485.60609124372
511.0,120.0,-2597.3513259189285
512.0,0.0,-2957.9018512820435
513.0,0.0,-3290.7626582080243
514.0,30.0,-2076.5644331934577
515.0,60.0,-856.9906456054983
516.0,0.0,-2731.448567905585
517.0,0.0,-782.8778266443958
518.0,0.0,-1478.471867826232
519.0,90.0,-2057.168937313009
520.0,0.0,-2693.870258024981
521.0,180.0,-470.64084489310744
522.0,0.0,-303.6236116689632
523.0,210.0,-2154.741051287498
524.0,0.0,-2164.0717074952145
525.0,60.0,-531.5679143792568
526.0,120.0,-1704.1772155871097
527.0,0.0,-975.5303039174196
528.0,30.0,-1574.272627295213
529.0,0.0,-667.8287277973235
530.0,0.0,-1050.0156637424866
531.0,120.0,-2118.872414117498
532.0,0.0,-2175.567042072792
533.0,30.0,-2020.4815014762971
534.0,0.0,-2497.811463125953
535.0,0.0,-3155.131845242123
536.0,0.0,-2929.2865678233006
537.0,0.0,-2400.7512107035022
538.0,0.0,-3279.140497041983
539.0,0.0,-2944.340011310547
540.0,0.0,-2395.5325126163984
541.0,90.0,-1925.058236800198
542.0,0.0,-1993.924608823393
543.0,0.0,-2236.357550790049
544.0,0.0,-2963.8211627859414
545.0,0.0,-2368.583109354973
546.0,0.0,-1931.6127648221418
547.0,90.0,-1745.3069220655095
548.0,0.0,-2072.233796756693
549.0,0.0,-1718.9433036750647
550.0,0.0,-2007.3876956513473
551.0,0.0,-1316.773664016874
552.0,0.0,-1277.3711059519903
553.0,0.0,-1319.3880126822758
554.0,0.0,-2517.5776288935904
555.0,0.0,-916.2362460450822
556.0,150.0,-1890.142439418695
557.0,0.0,-1991.1307879752417
558.0,0.0,-1504.3418477689293
559.0,90.0,-1107.9194849059836
560.0,60.0,-1398.3988284266097
561.0,0.0,-1269.6004512684594
562.0,0.0,-1749.321986108204
563.0,0.0,-2901.2540269261312
564.0,0.0,-1683.158516146275
565.0,0.0,-2866.2560059439397
566.0,0.0,-1553.5011044254416
567.0,0.0,-2627.5406621903758
568.0,0.0,-2695.010429337419
569.0,0.0,-1492.0991449081969
570.0,90.0,-1991.2719314022497
571.0,60.0,-992.1099685827805
572.0,30.0,-1255.8983853878758
573.0,0.0,-966.0576350146766
574.0,0.0,-1945.145373173502
575.0,60.0,-1447.6926425013298
576.0,0.0,-780.2157914002958
577.0,0.0,-2095.2088880739348
578.0,0.0,-605.7239299119971
579.0,0.0,-1977.7625010218555
580.0,60.0,-681.3408649171793
581.0,30.0,-448.90549172633285
582.0,0.0,-893.7873988379181
583.0,0.0,-389.3706591147981
584.0,0.0,-401.60495301086536
585.0,180.0,-393.2930916689831
586.0,0.0,-1566.6454330264244
587.0,0.0,-553.3933928260798
588.0,0.0,-318.18634743404186
589.0,90.0,-922.6628163496708
590.0,0.0,-706.3010042137518
591.0,0.0,-1069.5240279971974
592.0,0.0,-1779.2824505364927
593.0,0.0,-1804.664677038981
594.0,0.0,-1725.9041211664928
595.0,0.0,-1947.1638495772486
596.0,0.0,-3113.2538418889676
597.0,150.0,-1765.1457354830884
598.0,0.0,-1768.073693914602
599.0,30.0,-1794.7376427328172
600.0,0.0,-3652.2362739519917
601.0,0.0,-2644.239706604556
602.0,0.0,-2155.009689766486
603.0,0.0,-1371.3755536989336
604.0,0.0,-2356.1591724629825
605.0,0.0,-2626.1869244879745
606.0,240.0,-2207.735662064202
607.0,60.0,-2624.0910703513655
608.0,0.0,-1817.2089243298462
609.0,0.0,-1949.1502691126805
610.0,0.0,-1855.5759068890036
611.0,0.0,-2953.201332818727
612.0,0.0,-3280.419075328349
613.0,0.0,-3491.520068998683
614.0,0.0,-2809.405658257022
615.0,0.0,-3511.324755413066
616.0,0.0,-3263.138350577411
617.0,0.0,-2700.4257516129132
618.0,0.0,-2890.305359023512
619.0,0.0,-3475.187955433259
620.0,0.0,-3517.8973589655734
621.0,30.0,-2984.5742320490945
622.0,0.0,-3320.8742132509888
623.0,90.0,-3257.185472559153
624.0,60.0,-3332.616071455439
625.0,0.0,-3149.5604136580255
626.0,0.0,-3505.95136662948
627.0,0.0,-1976.2901481191022
628.0,0.0,-3608.3185503650343
629.0,0.0,-2524.5334790271518
630.0,0.0,-2413.480539760717
631.0,0.0,-3435.586137039467
632.0,30.0,-3012.6493878625715
633.0,180.0,-3358.712515928925
634.0,0.0,-1465.476312187615
635.0,0.0,-1568.0141158242675
636.0,0.0,-3531.549204698886
637.0,60.0,-3346.9661920217804
638.0,0.0,-3122.4617839611506
639.0,30.0,-2658.9157441020598
640.0,60.0,-3493.6644777826864
641.0,0.0,-3356.986228098401
642.0,0.0,-2091.143782689514
643.0,30.0,-2117.352762880646
644.0,0.0,-2145.179979444976
645.0,0.0,-3313.6730252190987
646.0,0.0,-2042.2227605249188
647.0,0.0,-2007.1939652256879
648.0,0.0,-3286.430794395875
649.0,0.0,-2096.4666432735266
650.0,0.0,-2052.1358078028757
651.0,0.0,-3117.5887029542755
652.0,0.0,-3110.280493596744
653.0,0.0,-1906.5856839122946
654.0,0.0,-1862.8979357670119
655.0,0.0,-3194.412738311846
656.0,0.0,-1888.172416465332
657.0,0.0,-1977.6738378427192
658.0,0.0,-3231.1232660086544
659.0,0.0,-1749.2558957875835
660.0,0.0,-2100.7490605965054
661.0,0.0,-3691.9825484597914
662.0,0.0,-2314.7494140072117
663.0,30.0,-2059.4171645409497
664.0,0.0,-2399.444183590547
665.0,0.0,-3260.757366915009
666.0,0.0,-3668.6148694468543
667.0,30.0,-1936.069499803566
668.0,0.0,-3100.161820767887
669.0,0.0,-3584.8894973781635
670.0,0.0,-3282.0280809945534
671.0,0.0,-2653.936821766927
672.0,0.0,-3513.6040001174765
673.0,0.0,-3447.0597237788284
674.0,0.0,-2383.308165358621
675.0,0.0,-2951.086775492068
676.0,0.0,-3525.0282988316794
677.0,0.0,-2052.7025547163344
678.0,0.0,-3709.0693101192173
679.0,30.0,-1997.8420261443875
680.0,0.0,-2665.1935920309297
681.0,0.0,-3254.3634013013334
682.0,0.0,-2302.7564056535516
683.0,0.0,-3699.699536400828
684.0,0.0,-3512.4781419541932
685.0,0.0,-1814.2469074752937
686.0,0.0,-3070.8382535936307
687.0,0.0,-3595.9249446981225
688.0,0.0,-2452.9640689387197
689.0,30.0,-3377.1263708736615
690.0,0.0,-2266.0376575053397
691.0,0.0,-1855.8998954387332
692.0,0.0,-2869.243592756454
693.0,90.0,-1774.3660520205533
694.0,0.0,-2017.575186956587
695.0,0.0,-2068.927843903167
696.0,0.0,-1630.9613276835419
697.0,270.0,-2132.383524125918
698.0,90.0,-1899.2265173074816
699.0,0.0,-2542.4359982586257
700.0,0.0,-1959.4902878979751
701.0,0.0,-1484.3995614279524
702.0,0.0,-869.8907380343337
703.0,30.0,-1886.9866384293528
704.0,0.0,-1627.7347193636974
705.0,0.0,-1517.3166059848627
706.0,0.0,-1706.9540454309888
707.0,0.0,-1553.6207852934672
708.0,0.0,-1737.0938136398063
709.0,0.0,-2059.4338047395067
710.0,0.0,-1963.3109694574227
711.0,0.0,-2115.241323931061
712.0,0.0,-2046.3942608193533
713.0,0.0,-2003.982905951871
714.0,0.0,-1918.4467668496582
715.0,0.0,-1719.998045206
716.0,0.0,-1892.1888361184533
717.0,0.0,-1932.2052482201036
718.0,0.0,-2072.418537233134
719.0,0.0,-1923.774459971668
720.0,0.0,-2082.207439805173
721.0,0.0,-523.4985973171032
722.0,0.0,-1966.2848689274988
723.0,0.0,-1839.68969585783
724.0,0.0,-1576.3928674290316
725.0,0.0,-1883.7176562399472
726.0,0.0,-1888.616200351759
727.0,0.0,-1852.653676930221
728.0,0.0,-2260.730907558089
729.0,0.0,-1900.7890349005247
730.0,0.0,-2217.085888111133
731.0,0.0,-3711.4378188290125
732.0,60.0,-3669.2360046102267
733.0,0.0,-3604.30716189292
734.0,0.0,-3522.2444926467806
735.0,0.0,-3364.859184508049
736.0,0.0,-3551.6017761049734
737.0,0.0,-3500.82027438455
738.0,0.0,-3700.175009780518
739.0,0.0,-3779.0917047551807
740.0,60.0,-3667.6899343785744
741.0,30.0,-472.9683408374167
742.0,90.0,-1440.4563078842477
743.0,0.0,-268.93361348654884
744.0,0.0,-557.0208761203712
745.0,0.0,-927.9773858527265
746.0,0.0,-3652.8232551007477
747.0,0.0,-3511.7451211690322
748.0,0.0,-284.14846573088414
749.0,270.0,-414.2665786981574
750.0,30.0,-414.1596765176877
751.0,0.0,-1667.7969798358622
752.0,0.0,-703.9439174266915
753.0,0.0,-1277.3468541343345
754.0,0.0,-1545.6820643501285
755.0,0.0,-3575.6769022377953
756.0,0.0,-1094.387413303893
757.0,0.0,-3415.6389297639334
758.0,30.0,-405.3767942378743
759.0,0.0,-287.2734348901217
760.0,0.0,-406.50828109422633
761.0,0.0,-690.208514472651
762.0,0.0,-719.901832980637
763.0,0.0,-3456.0590499261484
764.0,150.0,-3552.9029276555684
765.0,0.0,-1382.7901314080534
766.0,0.0,-1654.4784600684993
767.0,0.0,-3444.8927419587844
768.0,0.0,-1051.3454809655232
769.0,30.0,-1309.8918344420283
770.0,0.0,-1748.169241082196
771.0,0.0,-2507.0225406735317
772.0,60.0,-799.2865481075469
773.0,150.0,-3423.1977068283527
774.0,0.0,-544.2469347680181
775.0,0.0,0.0
776.0,0.0,-2800.0721220307223
777.0,30.0,-1355.7870564019972
778.0,150.0,-1258.4016119772186
779.0,0.0,-2850.7813135833117
780.0,0.0,-3159.059816087236
781.0,0.0,-2728.5494658427438
782.0,30.0,-3047.642327230853
783.0,0.0,-3311.466771282732
784.0,30.0,-2349.2848400228713
785.0,30.0,-2884.406591153702
786.0,0.0,-2429.8273179138214
787.0,0.0,-2959.294761539799
788.0,0.0,-3087.134483004207
789.0,30.0,-3544.399724619128
790.0,0.0,-3134.0779038403994
791.0,30.0,-2831.928409161867
792.0,60.0,-3493.7963013826243
793.0,0.0,-3570.04346048699
794.0,0.0,-3250.4937273987957
795.0,0.0,-2922.8057941645375
796.0,0.0,-2650.7674696147615
797.0,0.0,-3464.782988059973
798.0,0.0,-2729.4234033828966
799.0,0.0,-3112.0315545748495
800.0,0.0,-2729.0411532589887
801.0,0.0,-2526.298397804797
802.0,0.0,-2738.3385906929907
803.0,0.0,-2296.181177900029
804.0,30.0,-2307.834927335253
805.0,0.0,-2511.9390701368284
806.0,0.0,-2833.718384718219
807.0,30.0,-2439.548403940613
808.0,0.0,-2342.8899732048535
809.0,780.0,-2923.671235071851
810.0,0.0,-2230.940578751063
811.0,0.0,-2263.452695276517
812.0,0.0,-2734.273208112068
813.0,0.0,-3094.8255458402864
814.0,0.0,-1644.704334100279
815.0,0.0,-2905.2705131995717
816.0,30.0,-3223.883552055787
817.0,0.0,-2936.097539397536
818.0,0.0,-2816.9175327112953
819.0,0.0,-2820.7606621129394
820.0,0.0,-2358.0944296019316
821.0,0.0,-3180.882952388889
822.0,0.0,-3086.2250413415672
823.0,0.0,-1043.8574312114538
