Epoch,Ep_Reward,Cost
0.0,0.0,-0.8962299101934257
1.0,0.0,-119.02216784448918
2.0,0.0,-233.32593228842606
3.0,0.0,-165.7203465249016
4.0,0.0,-87.85319761037265
5.0,120.0,-224.82428624736787
6.0,0.0,-461.1191995448855
7.0,0.0,-327.64998312650215
8.0,60.0,-656.1033846024176
9.0,0.0,-317.58968477003793
10.0,0.0,-591.6184684121769
11.0,60.0,-78.44182046293471
12.0,0.0,-199.51792792652904
13.0,0.0,-343.92335322101536
14.0,0.0,-282.7272059859386
15.0,0.0,-167.17324655551886
16.0,0.0,-111.28569782461577
17.0,30.0,-331.1027259990645
18.0,0.0,-133.7185602412471
19.0,0.0,-10.066832392826473
20.0,30.0,-10.0
21.0,0.0,-18.001347793896393
22.0,0.0,-15.328385407876034
23.0,0.0,-0.7139272276691755
24.0,0.0,-42.631987504759735
25.0,0.0,-75.25035558917227
26.0,0.0,-617.4956470070781
27.0,0.0,-309.0400575258155
28.0,0.0,-799.7649419539797
29.0,0.0,-728.7912207688064
30.0,0.0,-691.3640916373394
31.0,0.0,-437.5453246899548
32.0,0.0,-376.9388238455594
33.0,0.0,-377.8140617876902
34.0,0.0,-448.51794237260196
35.0,0.0,-353.4540640999627
36.0,0.0,-306.36059872051015
37.0,0.0,-385.89002562339783
38.0,0.0,-367.27579046258654
39.0,0.0,-324.60409465470184
40.0,0.0,-420.4780428352554
41.0,0.0,-114.98870458319878
42.0,0.0,-431.52243139279733
43.0,30.0,-499.8725585099872
44.0,0.0,-228.53704771760945
45.0,0.0,-322.0209654009741
46.0,0.0,-116.01263466178135
47.0,0.0,-314.1956380316944
48.0,0.0,-40.12301674477443
49.0,30.0,-286.4238968805084
50.0,0.0,-22.675995134075865
51.0,150.0,-315.73872799012736
52.0,0.0,-8.441144571422607
53.0,0.0,0.0
54.0,0.0,-173.06224294575358
55.0,0.0,-100.4333206123387
56.0,0.0,-0.024692362265159584
57.0,0.0,-144.16931626904267
58.0,30.0,-83.04937986442026
59.0,0.0,-0.24536277360165615
60.0,0.0,0.0
61.0,0.0,-0.3235443788137127
62.0,120.0,-87.17844393306602
63.0,0.0,-178.08942498983114
64.0,30.0,-279.89738499219936
65.0,0.0,0.0
66.0,0.0,-25.67098749405617
67.0,0.0,-332.68522906619063
68.0,0.0,-44.70469346596602
69.0,30.0,-331.13223186251906
70.0,0.0,-232.04769523265406
71.0,0.0,-248.4886041812748
72.0,0.0,-224.7872454610478
73.0,30.0,-317.2121987334375
74.0,0.0,-389.64628498600626
