Epoch,Ep_Reward,Cost
0.0,-153.6649299747849,-0.7763090256722904
1.0,-124.38263279882919,-86.11815428202782
2.0,-127.44451067745537,-35.984917961645195
3.0,-308.25577012665224,18.84323392006918
4.0,-480.3416530711198,305.71834582697403
5.0,-401.77894177179417,250.0070041939297
6.0,-196.1653266221695,122.94825285555328
7.0,-88.97894680654503,-19.303211640601127
8.0,-412.19512500858565,175.4360858487453
9.0,-98.47473302579803,-9.738237316767094
10.0,-32.75229851184876,-14.673287216341455
11.0,-452.654998202567,204.21853071353237
12.0,-327.6853353446083,176.79299805830163
13.0,-496.05502427548396,278.72988857591133
14.0,-554.388951176141,340.31716561641434
15.0,-458.2462986644755,225.11736581853643
16.0,-64.90974486264778,-89.89147806960453
17.0,-55.94453508165,-116.93914448337354
18.0,-43.41158703530746,-90.35845936478613
19.0,-82.59292877513326,15.736065403727466
20.0,-36.71009654841223,-170.30932518708323
21.0,-107.2866126136597,20.135529241468166
22.0,-69.97109500912508,20.64254875034765
23.0,-121.97915742991415,47.904020561431565
24.0,-76.71978448124275,-17.98422739925793
25.0,-98.89388222416525,22.724459968117287
26.0,-116.73843659359383,105.19870229447757
27.0,-148.8500618981267,58.17375352512367
28.0,-182.62292743392246,32.18778225109879
29.0,-149.7242326343528,19.20650577826322
30.0,-134.53956590402166,39.982322762973254
31.0,-489.637184749822,237.48561496880026
32.0,-474.7257493869394,302.87276183197844
33.0,-394.5953909498136,244.0551105887942
34.0,-400.28964059640793,232.83383536396855
35.0,-420.91789686518393,292.5740074186096
36.0,-30.00494573973613,-59.83995618305015
37.0,-53.84078889012113,-31.855094333282068
38.0,-117.51173723041641,9.709086600673054
39.0,-50.22963577806971,-27.535885751850273
40.0,-83.39233435866382,-4.4358265937591295
41.0,-315.706905269235,200.74822129113
42.0,-373.31927495448303,235.12374029216656
43.0,-353.58739752112274,206.26302273569044
44.0,-327.70056500859465,219.657440096513
45.0,-385.00521365726206,233.0304417428646
46.0,-106.11082406002714,-51.71906177797145
47.0,-118.69586466356941,32.12133271950563
48.0,-71.72845547178555,1.5535914104787225
49.0,-56.0579480438466,-16.96573219134834
50.0,-111.60628712051022,7.8841280507945815
