Epoch,Ep_Reward,Cost
0.0,185.4935771819485,-1221.9288346068836
1.0,807.1227333144727,-7430.853080031703
2.0,404.22276568185816,-3815.218418500203
3.0,780.6122408729746,-7684.150871537106
4.0,714.3913153346723,-10432.487120528565
5.0,401.56850889257043,-4433.0593770504565
6.0,-64.24075758623525,-52.73424399178776
7.0,-8.174987321566249,-802.9824550475544
8.0,-5.581380948275121,-43.98860330648403
9.0,-38.240093656145,-177.15913343549283
10.0,-52.567561792775706,-72.37093925296631
11.0,64.44295718997962,-339.66435007934007
12.0,23.88932478945648,-197.9720814905795
13.0,326.00063771982633,-2914.6733826555587
14.0,-21.441091956797877,-132.94999193568793
15.0,54.00610116099905,-835.7780417515554
16.0,21.638979609721947,-564.4335434378908
17.0,-53.93123403231964,-76.65686229647983
18.0,678.57435719486,-5398.220474862965
19.0,307.90436479439137,-2572.2690726366814
20.0,135.72630283716055,-374.2177329050266
21.0,226.88108452557123,-2800.88792362445
22.0,143.53774819536085,-2460.571234376405
23.0,220.32065765037177,-2093.8749212513844
24.0,-191.1748421715549,-26.043140666661998
25.0,176.30900966100222,-989.9276357372943
26.0,167.24845318424283,-1410.3509035062507
27.0,-27.59742801982968,-109.44592972277526
28.0,207.79293161987326,-1187.4774016676758
29.0,-106.02187179701298,-34.53068029370805
30.0,22.697038480329148,-239.76304450136143
31.0,170.0825421243506,-308.4842070341774
32.0,167.80139859811942,-998.0360565832984
33.0,273.2558376426496,-853.2531521506526
34.0,198.75897491108276,-560.6310599788673
35.0,-176.56591745712527,-2.2818289395572986
36.0,-39.601895494805646,-135.16184464503348
37.0,-69.47707155685295,-76.21578161827453
38.0,-4.3257893002558765,-98.80065439651847
39.0,-87.76544046208603,-50.205028130039516
40.0,102.47952974821129,-100.7763848006864
41.0,110.34496514483112,-189.33750883489662
42.0,-88.11129737661469,-14.781729803412906
43.0,-109.52640299939247,-7.3812250987563495
44.0,-23.800222156492982,-43.72897086994933
45.0,-123.8506722613642,-16.833629243623665
46.0,-44.31232834066939,-78.83133727602345
47.0,87.92537171731252,-207.46807561608722
48.0,-14.296895374345395,-53.92824778914691
49.0,-61.61629092262191,-28.219262555626837
50.0,15.492469833021197,-65.41287370432839
51.0,-136.84952836285453,-167.29553503243278
52.0,263.58702993899277,-2141.3920675502814
53.0,-39.26807832381458,-105.37260671940551
54.0,349.7977214730089,-1619.7706418871692
55.0,-118.12066516085507,-106.74884940345888
56.0,-231.5282133925805,-159.1049730032662
57.0,21.311713766884093,-140.31221407330307
58.0,93.91566994784954,-100.53896506732342
59.0,-102.24260512788764,-95.88348966936584
60.0,-67.5628503788333,-48.286336200553954
61.0,239.05071658710452,-1184.624922876434
62.0,116.47036613598651,-203.8674784250265
63.0,191.83238783982114,-934.8675882402422
64.0,107.1976123090595,-558.148090509244
65.0,193.51005997367886,-910.6579410279852
66.0,421.3674538538477,-2978.703146068883
67.0,537.935289407171,-3743.244620572015
68.0,386.9866612688374,-1820.5379982879135
69.0,406.4148970427737,-2556.956543410108
70.0,431.726395705168,-2378.1173475617775
71.0,166.91385892961114,-891.0230866318672
72.0,251.10164247445016,-1657.2540086928898
73.0,237.89169866836713,-1496.6514518120807
74.0,59.38838917993388,-898.9350066011573
75.0,38.42828965435836,-801.5040362702999
76.0,236.28399054473465,-1874.6299657475429
77.0,265.39185384180126,-2599.8466644270407
78.0,283.12599777346486,-2258.1056886961924
79.0,294.30533876472975,-2158.0206242983622
80.0,246.4050510447643,-2072.388268630403
81.0,650.2701053278126,-6583.299580927146
82.0,632.8275388239015,-5859.028577342575
83.0,536.2229699861847,-4305.20091542249
84.0,673.3829343238734,-6607.136706390309
85.0,637.006179132883,-5581.644195875857
86.0,460.3568431601772,-3785.2002416989826
87.0,365.2633441848084,-3048.398387688204
88.0,624.3466784104608,-5076.467486531644
89.0,382.96483488539667,-3052.5643486541653
90.0,537.0415058705706,-3919.6243952999444
91.0,794.4320511843266,-7036.081104917383
92.0,464.1980020468111,-3542.8065805242304
93.0,793.2926866807577,-8523.616101662792
94.0,834.2393575986744,-8093.35606140109
95.0,576.2655623901134,-4536.09255932904
96.0,467.3429039278615,-4486.914699579623
97.0,536.4139651894076,-6211.298750894983
98.0,470.7422840735062,-3531.9495622920876
99.0,434.4384701775564,-4004.1051782718246
100.0,510.71141203019795,-3585.751521964378
101.0,170.84964138685768,-1858.7398391854456
102.0,154.23529844656693,-2750.3217952689974
103.0,257.0045115497665,-1521.8671354666137
104.0,266.2974197167429,-2690.3634746854195
105.0,258.6279479404663,-2615.7191735738097
106.0,-24.5708828639315,-854.8823376693836
107.0,-149.48637500360738,-506.38778082704044
108.0,248.55223469568915,-1726.3917093529485
109.0,287.9051738801832,-1414.7546192951322
110.0,-191.3779776306098,-531.0115079740839
111.0,-26.52012097759286,-415.29153838895985
112.0,390.64846476589133,-2219.1101946688914
113.0,72.49290767286985,-1324.8792083012281
114.0,-166.22542564964994,-256.05420301821107
115.0,352.72621794819474,-1625.0205908003136
116.0,579.2628666376968,-3963.581855257541
117.0,602.2680872106562,-3762.3875283280568
118.0,615.8839751141494,-3845.990592180352
119.0,344.5055062191472,-2028.9137242970837
120.0,155.3188700131338,-1907.6280227934033
121.0,749.116955687226,-6217.942635340293
122.0,513.0709969122674,-3269.0273240399424
123.0,753.6401135487956,-5899.085339914911
124.0,512.5905759439105,-3730.5733402924966
125.0,566.5478085489897,-4217.623633434047
126.0,814.7109914532109,-8217.453054074456
127.0,549.6118956524115,-5413.88494461184
128.0,660.9668219665174,-6286.655381982001
129.0,160.7212844296684,-1707.7099594707643
130.0,728.4657995742593,-7882.270765593815
131.0,652.5545696326752,-5850.265881573881
132.0,643.3614368232766,-4989.227574912155
133.0,718.7565855157595,-5313.566224397736
134.0,-240.95374990299877,-216.22285050014
135.0,758.6272655936509,-5605.682300669761
136.0,428.6911470504664,-2043.035355549522
137.0,341.36813879918185,-1955.3254739671495
138.0,407.7606881768726,-2951.0193895653438
139.0,704.2429704884313,-4708.506819392199
140.0,380.0667692823587,-2514.900128770068
141.0,740.9342430420193,-5921.110743269722
142.0,536.159656697025,-4639.8274239586135
143.0,636.715568039166,-4672.507206295022
144.0,625.7616587421024,-5182.900315930495
145.0,337.39536033473144,-2058.094184081084
146.0,412.8129664785845,-3547.70821405495
147.0,309.9999939008635,-1234.7589764748489
148.0,585.3100156182104,-3822.709957067308
149.0,741.7112123252707,-5961.7867220539765
150.0,203.68294448901486,-1011.3604065160625
151.0,92.42858574743698,-946.7180713359483
152.0,726.6170231552901,-6159.170005128372
153.0,218.74898220719285,-2796.588023328255
154.0,449.63175665301446,-2852.8449625546873
155.0,153.69222152286028,-614.8322401860066
156.0,414.7783413551359,-1939.9742977544734
157.0,269.56253627977935,-1377.611547868093
158.0,48.21533764773344,-154.51428990657206
159.0,693.2423833523669,-4976.754999840589
160.0,-18.659138613691148,-74.10232791071797
161.0,-318.7102150406131,-38.88284212493319
162.0,322.9302668819982,-1137.1973088649358
163.0,-99.030928046714,-19.074931230024987
164.0,90.4775858888922,-176.19355135097624
